Year,Leading Cause,Sex,Race Ethnicity,Deaths,Population Number,Death Rate,Age Adjusted Death Rate
2008,Malignant Neoplasms (Cancer: C00-C97),F,Other Race/ Ethnicity,21.0,,,
2008,Malignant Neoplasms (Cancer: C00-C97),F,White Non-Hispanic,3366.0,14353.9,234.5,160.5
2008,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,473.0,4978.9,95.0,123.5
2008,Malignant Neoplasms (Cancer: C00-C97),M,Black Non-Hispanic,1464.0,8491.9,172.4,220.4
2008,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1080.0,11054.2,97.7,165.9
2008,Malignant Neoplasms (Cancer: C00-C97),M,Not Stated/Unknown,60.0,,,
2008,Malignant Neoplasms (Cancer: C00-C97),M,Other Race/ Ethnicity,33.0,,,
2008,Malignant Neoplasms (Cancer: C00-C97),M,White Non-Hispanic,3361.0,13422.5,250.4,214.3
2008,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,White Non-Hispanic,86.0,14333.3,6.0,5.5
2008,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,172.0,11025.6,15.6,16.3
2008,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Not Stated/Unknown,13.0,,,
2008,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,White Non-Hispanic,227.0,13432.0,16.9,15.5
2008,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Asian and Pacific Islander,13.0,5416.7,2.4,3.3
2008,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Black Non-Hispanic,71.0,10441.2,6.8,6.3
2008,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",M,Asian and Pacific Islander,14.0,5000.0,2.8,4.9
2008,Viral Hepatitis (B15-B19),M,Not Stated/Unknown,6.0,,,
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Asian and Pacific Islander,37.0,5522.4,6.7,8.0
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Hispanic,56.0,11914.9,4.7,5.3
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,White Non-Hispanic,178.0,14354.8,12.4,8.3
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Asian and Pacific Islander,55.0,5092.6,10.8,12.3
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Black Non-Hispanic,134.0,8481.0,15.8,16.8
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Hispanic,170.0,11258.3,15.1,17.9
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Not Stated/Unknown,16.0,,,
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Other Race/ Ethnicity,,,,
2009,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,White Non-Hispanic,279.0,13478.3,20.7,18.7
2009,All Other Causes,F,Asian and Pacific Islander,220.0,5486.3,40.1,48.9
2009,All Other Causes,F,Black Non-Hispanic,1305.0,10473.5,124.6,117.3
2009,All Other Causes,F,Hispanic,775.0,11978.4,64.7,75.3
2009,All Other Causes,F,Not Stated/Unknown,26.0,,,
2009,All Other Causes,F,Other Race/ Ethnicity,11.0,,,
2009,All Other Causes,F,White Non-Hispanic,1684.0,14368.6,117.2,77.2
2009,All Other Causes,M,Asian and Pacific Islander,220.0,5104.4,43.1,56.1
2009,All Other Causes,M,Black Non-Hispanic,1246.0,8493.5,146.7,167.7
2009,All Other Causes,M,Hispanic,1067.0,11231.6,95.0,138.1
2009,All Other Causes,M,Not Stated/Unknown,55.0,,,
2009,All Other Causes,M,Other Race/ Ethnicity,18.0,,,
2009,All Other Causes,M,White Non-Hispanic,1818.0,13456.7,135.1,118.5
2009,Alzheimer's Disease (G30),F,Asian and Pacific Islander,14.0,5600.0,2.5,3.6
2009,Alzheimer's Disease (G30),F,Black Non-Hispanic,79.0,10533.3,7.5,6.8
2009,Alzheimer's Disease (G30),F,Hispanic,56.0,11914.9,4.7,6.2
2009,Alzheimer's Disease (G30),F,Not Stated/Unknown,,,,
2009,Alzheimer's Disease (G30),F,Other Race/ Ethnicity,,,,
2009,Alzheimer's Disease (G30),F,White Non-Hispanic,205.0,14335.7,14.3,6.5
2009,"Assault (Homicide: Y87.1, X85-Y09)",M,Black Non-Hispanic,255.0,8500.0,30.0,30.0
2009,"Assault (Homicide: Y87.1, X85-Y09)",M,Not Stated/Unknown,7.0,,,
2009,Atherosclerosis (I70),F,Other Race/ Ethnicity,,,,
2009,Cerebrovascular Disease (Stroke: I60-I69),F,Asian and Pacific Islander,61.0,5495.5,11.1,14.1
2009,Cerebrovascular Disease (Stroke: I60-I69),F,Black Non-Hispanic,245.0,10470.1,23.4,21.3
2009,Cerebrovascular Disease (Stroke: I60-I69),F,Hispanic,154.0,11938.0,12.9,16.0
2009,Cerebrovascular Disease (Stroke: I60-I69),F,Not Stated/Unknown,5.0,,,
2009,Cerebrovascular Disease (Stroke: I60-I69),F,Other Race/ Ethnicity,,,,
2009,Cerebrovascular Disease (Stroke: I60-I69),F,White Non-Hispanic,390.0,14391.1,27.1,15.2
2009,Cerebrovascular Disease (Stroke: I60-I69),M,Asian and Pacific Islander,58.0,5087.7,11.4,15.5
2009,Cerebrovascular Disease (Stroke: I60-I69),M,Black Non-Hispanic,154.0,8508.3,18.1,22.8
2009,Cerebrovascular Disease (Stroke: I60-I69),M,Hispanic,143.0,11259.8,12.7,21.1
2009,Cerebrovascular Disease (Stroke: I60-I69),M,Other Race/ Ethnicity,,,,
2009,Cerebrovascular Disease (Stroke: I60-I69),M,White Non-Hispanic,227.0,13432.0,16.9,14.2
2009,Certain Conditions originating in the Perinatal Period (P00-P96),F,Not Stated/Unknown,,,,
2009,Certain Conditions originating in the Perinatal Period (P00-P96),F,Other Race/ Ethnicity,,,,
2009,Certain Conditions originating in the Perinatal Period (P00-P96),M,Not Stated/Unknown,8.0,,,
2009,Certain Conditions originating in the Perinatal Period (P00-P96),M,Other Race/ Ethnicity,,,,
2009,"Chronic Liver Disease and Cirrhosis (K70, K73)",F,Not Stated/Unknown,,,,
2009,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Asian and Pacific Islander,17.0,5151.5,3.3,3.5
2009,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Hispanic,119.0,11226.4,10.6,14.1
2009,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Not Stated/Unknown,10.0,,,
2009,Chronic Lower Respiratory Diseases (J40-J47),F,Asian and Pacific Islander,30.0,5454.5,5.5,7.4
2009,Chronic Lower Respiratory Diseases (J40-J47),F,Black Non-Hispanic,188.0,10444.4,18.0,16.4
2009,Chronic Lower Respiratory Diseases (J40-J47),F,Hispanic,155.0,12015.5,12.9,16.0
2009,Chronic Lower Respiratory Diseases (J40-J47),F,Not Stated/Unknown,7.0,,,
2009,Chronic Lower Respiratory Diseases (J40-J47),F,Other Race/ Ethnicity,,,,
2009,Chronic Lower Respiratory Diseases (J40-J47),F,White Non-Hispanic,458.0,14357.4,31.9,19.1
2009,Chronic Lower Respiratory Diseases (J40-J47),M,Asian and Pacific Islander,51.0,5100.0,10.0,16.9
2009,Chronic Lower Respiratory Diseases (J40-J47),M,Black Non-Hispanic,147.0,8497.1,17.3,22.6
2009,Chronic Lower Respiratory Diseases (J40-J47),M,Hispanic,111.0,11212.1,9.9,18.3
2009,Chronic Lower Respiratory Diseases (J40-J47),M,Not Stated/Unknown,6.0,,,
2009,Chronic Lower Respiratory Diseases (J40-J47),M,White Non-Hispanic,371.0,13442.0,27.6,23.3
2009,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",F,Other Race/ Ethnicity,,,,
2009,Diabetes Mellitus (E10-E14),F,Asian and Pacific Islander,55.0,5500.0,10.0,12.7
2009,Diabetes Mellitus (E10-E14),F,Black Non-Hispanic,384.0,10463.2,36.7,33.7
2009,Diabetes Mellitus (E10-E14),F,Hispanic,215.0,11944.4,18.0,22.2
2009,Diabetes Mellitus (E10-E14),F,Other Race/ Ethnicity,,,,
2009,Diabetes Mellitus (E10-E14),F,White Non-Hispanic,229.0,14402.5,15.9,9.5
2009,Diabetes Mellitus (E10-E14),M,Asian and Pacific Islander,48.0,5106.4,9.4,13.3
2009,Diabetes Mellitus (E10-E14),M,Black Non-Hispanic,285.0,8482.1,33.6,41.4
2009,Diabetes Mellitus (E10-E14),M,Hispanic,172.0,11241.8,15.3,25.4
2009,Diabetes Mellitus (E10-E14),M,Other Race/ Ethnicity,,,,
2009,Diabetes Mellitus (E10-E14),M,White Non-Hispanic,290.0,13425.9,21.6,18.2
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Asian and Pacific Islander,448.0,5490.2,81.6,108.7
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Black Non-Hispanic,2535.0,10470.9,242.1,220.9
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Hispanic,1349.0,11969.8,112.7,143.8
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Not Stated/Unknown,111.0,,,
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Other Race/ Ethnicity,40.0,,,
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,White Non-Hispanic,6297.0,14366.9,438.3,226.2
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Asian and Pacific Islander,554.0,5106.0,108.5,158.8
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Black Non-Hispanic,2068.0,8492.8,243.5,318.9
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Hispanic,1382.0,11226.6,123.1,227.9
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Not Stated/Unknown,94.0,,,
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Other Race/ Ethnicity,38.0,,,
2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,White Non-Hispanic,5168.0,13451.3,384.2,319.8
2009,"Essential Hypertension and Renal Diseases (I10, I12)",F,Asian and Pacific Islander,18.0,5454.5,3.3,4.6
2009,"Essential Hypertension and Renal Diseases (I10, I12)",F,Black Non-Hispanic,227.0,10460.8,21.7,19.6
2009,"Essential Hypertension and Renal Diseases (I10, I12)",F,Hispanic,84.0,12000.0,7.0,8.8
2009,"Essential Hypertension and Renal Diseases (I10, I12)",F,Other Race/ Ethnicity,,,,
2009,"Essential Hypertension and Renal Diseases (I10, I12)",F,White Non-Hispanic,215.0,14333.3,15.0,7.8
2009,"Essential Hypertension and Renal Diseases (I10, I12)",M,Asian and Pacific Islander,26.0,5098.0,5.1,7.2
2009,"Essential Hypertension and Renal Diseases (I10, I12)",M,Black Non-Hispanic,131.0,8506.5,15.4,19.0
2009,"Essential Hypertension and Renal Diseases (I10, I12)",M,Other Race/ Ethnicity,,,,
2009,"Essential Hypertension and Renal Diseases (I10, I12)",M,White Non-Hispanic,148.0,13454.5,11.0,9.1
2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Black Non-Hispanic,208.0,10452.3,19.9,17.9
2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Hispanic,96.0,12000.0,8.0,8.1
2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Not Stated/Unknown,,,,
2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Black Non-Hispanic,329.0,8501.3,38.7,38.5
2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Hispanic,196.0,11200.0,17.5,20.0
2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Not Stated/Unknown,8.0,,,
2009,Influenza (Flu) and Pneumonia (J09-J18),F,Asian and Pacific Islander,83.0,5496.7,15.1,20.3
2009,Influenza (Flu) and Pneumonia (J09-J18),F,Black Non-Hispanic,281.0,10485.1,26.8,24.5
2009,Influenza (Flu) and Pneumonia (J09-J18),F,Hispanic,216.0,12000.0,18.0,22.8
2009,Influenza (Flu) and Pneumonia (J09-J18),F,Not Stated/Unknown,17.0,,,
2009,Influenza (Flu) and Pneumonia (J09-J18),F,Other Race/ Ethnicity,5.0,,,
2009,Influenza (Flu) and Pneumonia (J09-J18),F,White Non-Hispanic,629.0,14360.7,43.8,23.1
2009,Influenza (Flu) and Pneumonia (J09-J18),M,Asian and Pacific Islander,84.0,5090.9,16.5,26.1
2009,Influenza (Flu) and Pneumonia (J09-J18),M,Black Non-Hispanic,207.0,8483.6,24.4,33.3
2009,Influenza (Flu) and Pneumonia (J09-J18),M,Hispanic,183.0,11227.0,16.3,30.9
2009,Influenza (Flu) and Pneumonia (J09-J18),M,Not Stated/Unknown,14.0,,,
2009,Influenza (Flu) and Pneumonia (J09-J18),M,Other Race/ Ethnicity,,,,
2009,Influenza (Flu) and Pneumonia (J09-J18),M,White Non-Hispanic,555.0,13438.3,41.3,34.3
2009,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Asian and Pacific Islander,17.0,5483.9,3.1,3.1
2009,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Asian and Pacific Islander,35.0,5072.5,6.9,6.7
2009,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,White Non-Hispanic,191.0,13450.7,14.2,13.0
2009,Malignant Neoplasms (Cancer: C00-C97),F,Asian and Pacific Islander,398.0,5489.7,72.5,83.5
2009,Malignant Neoplasms (Cancer: C00-C97),F,Black Non-Hispanic,1735.0,10470.7,165.7,151.1
2009,Malignant Neoplasms (Cancer: C00-C97),F,Hispanic,1097.0,11976.0,91.6,107.2
2009,Malignant Neoplasms (Cancer: C00-C97),F,Not Stated/Unknown,41.0,,,
2009,Malignant Neoplasms (Cancer: C00-C97),F,Other Race/ Ethnicity,19.0,,,
2009,Malignant Neoplasms (Cancer: C00-C97),F,White Non-Hispanic,3346.0,14366.7,232.9,159.0
2009,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,506.0,5106.0,99.1,127.0
2009,Malignant Neoplasms (Cancer: C00-C97),M,Black Non-Hispanic,1557.0,8489.6,183.4,228.8
2009,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1180.0,11227.4,105.1,172.2
2009,Malignant Neoplasms (Cancer: C00-C97),M,Not Stated/Unknown,47.0,,,
2009,Malignant Neoplasms (Cancer: C00-C97),M,Other Race/ Ethnicity,12.0,,,
2009,Malignant Neoplasms (Cancer: C00-C97),M,White Non-Hispanic,3236.0,13455.3,240.5,205.6
2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Hispanic,57.0,11875.0,4.8,4.7
2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,White Non-Hispanic,75.0,14423.1,5.2,5.1
2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,145.0,11240.3,12.9,13.5
2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Not Stated/Unknown,7.0,,,
2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Other Race/ Ethnicity,,,,
2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,White Non-Hispanic,221.0,13475.6,16.4,14.8
2009,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Black Non-Hispanic,75.0,10416.7,7.2,6.7
2009,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Other Race/ Ethnicity,,,,
2009,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",M,Other Race/ Ethnicity,,,,
2009,Septicemia (A40-A41),F,Not Stated/Unknown,,,,
2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Asian and Pacific Islander,25.0,5681.8,4.4,5.1
2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Hispanic,58.0,12083.3,4.8,5.2
2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Not Stated/Unknown,,,,
2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Other Race/ Ethnicity,,,,
2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,White Non-Hispanic,163.0,14298.2,11.4,7.8
2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Asian and Pacific Islander,54.0,5192.3,10.4,13.7
2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Black Non-Hispanic,147.0,8497.1,17.3,18.3
2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Hispanic,132.0,11379.3,11.6,13.9
2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Not Stated/Unknown,10.0,,,
2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Other Race/ Ethnicity,5.0,,,
2010,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,White Non-Hispanic,271.0,13415.8,20.2,18.4
2010,All Other Causes,F,Asian and Pacific Islander,238.0,5626.5,42.3,51.6
2010,All Other Causes,F,Black Non-Hispanic,1326.0,10482.2,126.5,117.4
2010,All Other Causes,F,Hispanic,1007.0,12176.5,82.7,94.6
2010,All Other Causes,F,Not Stated/Unknown,18.0,,,
2010,All Other Causes,F,Other Race/ Ethnicity,27.0,,,
2010,All Other Causes,F,White Non-Hispanic,2140.0,14295.3,149.7,93.9
2010,All Other Causes,M,Asian and Pacific Islander,308.0,5202.7,59.2,77.2
2010,All Other Causes,M,Black Non-Hispanic,1230.0,8512.1,144.5,166.2
2010,All Other Causes,M,Hispanic,1167.0,11430.0,102.1,150.0
2010,All Other Causes,M,Not Stated/Unknown,32.0,,,
2010,All Other Causes,M,Other Race/ Ethnicity,25.0,,,
2010,All Other Causes,M,White Non-Hispanic,2034.0,13416.9,151.6,130.9
2010,Alzheimer's Disease (G30),F,Black Non-Hispanic,88.0,10476.2,8.4,7.3
2010,Alzheimer's Disease (G30),F,Hispanic,71.0,12241.4,5.8,7.5
2010,Alzheimer's Disease (G30),F,White Non-Hispanic,247.0,14277.5,17.3,7.5
2010,"Assault (Homicide: Y87.1, X85-Y09)",M,Black Non-Hispanic,299.0,8518.5,35.1,35.5
2010,"Assault (Homicide: Y87.1, X85-Y09)",M,Other Race/ Ethnicity,,,,
2010,Atherosclerosis (I70),F,Not Stated/Unknown,,,,
2010,Cerebrovascular Disease (Stroke: I60-I69),F,Asian and Pacific Islander,89.0,5632.9,15.8,19.2
2010,Cerebrovascular Disease (Stroke: I60-I69),F,Black Non-Hispanic,259.0,10485.8,24.7,22.2
2010,Cerebrovascular Disease (Stroke: I60-I69),F,Hispanic,168.0,12173.9,13.8,16.7
2010,Cerebrovascular Disease (Stroke: I60-I69),F,Not Stated/Unknown,,,,
2010,Cerebrovascular Disease (Stroke: I60-I69),F,Other Race/ Ethnicity,,,,
2010,Cerebrovascular Disease (Stroke: I60-I69),F,White Non-Hispanic,382.0,14307.1,26.7,14.1
2010,Cerebrovascular Disease (Stroke: I60-I69),M,Asian and Pacific Islander,83.0,5220.1,15.9,21.3
2010,Cerebrovascular Disease (Stroke: I60-I69),M,Black Non-Hispanic,171.0,8507.5,20.1,23.9
2010,Cerebrovascular Disease (Stroke: I60-I69),M,Hispanic,140.0,11382.1,12.3,21.4
2010,Cerebrovascular Disease (Stroke: I60-I69),M,Not Stated/Unknown,,,,
2010,Cerebrovascular Disease (Stroke: I60-I69),M,Other Race/ Ethnicity,,,,
2010,Cerebrovascular Disease (Stroke: I60-I69),M,White Non-Hispanic,276.0,13398.1,20.6,17.2
2010,Certain Conditions originating in the Perinatal Period (P00-P96),F,Asian and Pacific Islander,18.0,5625.0,3.2,4.0
2010,Certain Conditions originating in the Perinatal Period (P00-P96),F,Not Stated/Unknown,5.0,,,
2010,Certain Conditions originating in the Perinatal Period (P00-P96),M,Not Stated/Unknown,6.0,,,
2010,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Asian and Pacific Islander,18.0,5142.9,3.5,3.1
2010,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Hispanic,150.0,11450.4,13.1,17.6
2010,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Other Race/ Ethnicity,,,,
2010,Chronic Lower Respiratory Diseases (J40-J47),F,Asian and Pacific Islander,28.0,5600.0,5.0,6.7
2010,Chronic Lower Respiratory Diseases (J40-J47),F,Black Non-Hispanic,206.0,10510.2,19.6,17.7
2010,Chronic Lower Respiratory Diseases (J40-J47),F,Hispanic,156.0,12187.5,12.8,15.4
2010,Chronic Lower Respiratory Diseases (J40-J47),F,Not Stated/Unknown,6.0,,,
2010,Chronic Lower Respiratory Diseases (J40-J47),F,White Non-Hispanic,501.0,14314.3,35.0,20.7
2010,Chronic Lower Respiratory Diseases (J40-J47),M,Asian and Pacific Islander,61.0,5213.7,11.7,17.8
2010,Chronic Lower Respiratory Diseases (J40-J47),M,Black Non-Hispanic,202.0,8523.2,23.7,30.9
2010,Chronic Lower Respiratory Diseases (J40-J47),M,Hispanic,149.0,11461.5,13.0,23.9
2010,Chronic Lower Respiratory Diseases (J40-J47),M,Not Stated/Unknown,12.0,,,
2010,Chronic Lower Respiratory Diseases (J40-J47),M,Other Race/ Ethnicity,5.0,,,
2010,Chronic Lower Respiratory Diseases (J40-J47),M,White Non-Hispanic,388.0,13425.6,28.9,24.2
2010,Diabetes Mellitus (E10-E14),F,Asian and Pacific Islander,51.0,5604.4,9.1,11.3
2010,Diabetes Mellitus (E10-E14),F,Black Non-Hispanic,384.0,10491.8,36.6,33.0
2010,Diabetes Mellitus (E10-E14),F,Hispanic,219.0,12166.7,18.0,21.5
2010,Diabetes Mellitus (E10-E14),F,Not Stated/Unknown,5.0,,,
2010,Diabetes Mellitus (E10-E14),F,Other Race/ Ethnicity,7.0,,,
2010,Diabetes Mellitus (E10-E14),F,White Non-Hispanic,258.0,14333.3,18.0,11.1
2010,Diabetes Mellitus (E10-E14),M,Asian and Pacific Islander,64.0,5203.3,12.3,15.5
2010,Diabetes Mellitus (E10-E14),M,Black Non-Hispanic,279.0,8506.1,32.8,41.0
2010,Diabetes Mellitus (E10-E14),M,Hispanic,187.0,11402.4,16.4,27.3
2010,Diabetes Mellitus (E10-E14),M,Not Stated/Unknown,7.0,,,
2010,Diabetes Mellitus (E10-E14),M,Other Race/ Ethnicity,5.0,,,
2010,Diabetes Mellitus (E10-E14),M,White Non-Hispanic,245.0,13388.0,18.3,15.6
2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Asian and Pacific Islander,394.0,5620.5,70.1,89.7
2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Black Non-Hispanic,2282.0,10482.3,217.7,194.2
2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Hispanic,1316.0,12173.9,108.1,133.2
2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Not Stated/Unknown,70.0,,,
2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Other Race/ Ethnicity,50.0,,,
2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,White Non-Hispanic,5351.0,14299.8,374.2,189.2
2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Asian and Pacific Islander,478.0,5207.0,91.8,130.0
2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Black Non-Hispanic,2015.0,8512.9,236.7,307.7
2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Hispanic,1354.0,11426.2,118.5,215.5
2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Not Stated/Unknown,70.0,,,
2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Other Race/ Ethnicity,52.0,,,
2010,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,White Non-Hispanic,4495.0,13413.9,335.1,277.0
2010,"Essential Hypertension and Renal Diseases (I10, I12)",F,Asian and Pacific Islander,33.0,5593.2,5.9,7.1
2010,"Essential Hypertension and Renal Diseases (I10, I12)",F,Black Non-Hispanic,252.0,10500.0,24.0,21.4
2010,"Essential Hypertension and Renal Diseases (I10, I12)",F,Hispanic,95.0,12179.5,7.8,9.5
2010,"Essential Hypertension and Renal Diseases (I10, I12)",F,Not Stated/Unknown,5.0,,,
2010,"Essential Hypertension and Renal Diseases (I10, I12)",F,Other Race/ Ethnicity,,,,
2010,"Essential Hypertension and Renal Diseases (I10, I12)",F,White Non-Hispanic,219.0,14313.7,15.3,7.7
2010,"Essential Hypertension and Renal Diseases (I10, I12)",M,Asian and Pacific Islander,30.0,5172.4,5.8,8.7
2010,"Essential Hypertension and Renal Diseases (I10, I12)",M,Black Non-Hispanic,178.0,8516.7,20.9,27.7
2010,"Essential Hypertension and Renal Diseases (I10, I12)",M,White Non-Hispanic,153.0,13421.1,11.4,9.4
2010,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Black Non-Hispanic,152.0,10482.8,14.5,12.9
2010,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Hispanic,79.0,12153.8,6.5,6.5
2010,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Black Non-Hispanic,297.0,8510.0,34.9,34.0
2010,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Hispanic,189.0,11454.5,16.5,18.4
2010,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Not Stated/Unknown,8.0,,,
2010,Influenza (Flu) and Pneumonia (J09-J18),F,Asian and Pacific Islander,74.0,5606.1,13.2,16.9
2010,Influenza (Flu) and Pneumonia (J09-J18),F,Black Non-Hispanic,275.0,10496.2,26.2,23.6
2010,Influenza (Flu) and Pneumonia (J09-J18),F,Hispanic,228.0,12192.5,18.7,23.1
2010,Influenza (Flu) and Pneumonia (J09-J18),F,Not Stated/Unknown,,,,
2010,Influenza (Flu) and Pneumonia (J09-J18),F,Other Race/ Ethnicity,,,,
2010,Influenza (Flu) and Pneumonia (J09-J18),F,White Non-Hispanic,707.0,14311.7,49.4,24.8
2010,Influenza (Flu) and Pneumonia (J09-J18),M,Asian and Pacific Islander,108.0,5217.4,20.7,31.7
2010,Influenza (Flu) and Pneumonia (J09-J18),M,Black Non-Hispanic,201.0,8516.9,23.6,31.8
2010,Influenza (Flu) and Pneumonia (J09-J18),M,Hispanic,235.0,11407.8,20.6,38.9
2010,Influenza (Flu) and Pneumonia (J09-J18),M,Not Stated/Unknown,,,,
2010,Influenza (Flu) and Pneumonia (J09-J18),M,Other Race/ Ethnicity,6.0,,,
2010,Influenza (Flu) and Pneumonia (J09-J18),M,White Non-Hispanic,614.0,13406.1,45.8,37.6
